review_id,theme_1,theme_2_optional,is_churn_risk
375f1900-2464-4811-9528-242a986d41b9,refund_cancellation,customer_support,Y
5644d90e-3644-4cee-b677-d45fc236c83b,safety_trust,,Y
48598ba3-c83b-461f-815f-4cf053e2cbbf,generic_praise,,N
a23bd74b-3d5e-4569-bac0-2a4fe943b4ff,safety_trust,customer_support,Y
640f5dce-92d8-4d04-9b53-c6303036a9c6,booking_app_ux,,N
2b966e56-360c-4a3f-a4b9-6738315c1b42,booking_app_ux,customer_support,Y
384418a8-ee0c-4d47-b03e-2d36044ac9c1,generic_praise,,N
f14b0114-0b23-4326-a459-0dbb9c71f9a2,generic_praise,,N
79a8ffc6-8700-4a73-951d-7a515ae2c0f4,customer_support,refund_cancellation,Y
e96a5bba-6d40-45dd-8fc1-d9a9fd58f9f4,service_quality,,Y
3d695f99-0ee7-4c1e-8a81-4faf4cc1a75b,service_quality,customer_support,Y
05d6a862-4f25-492c-a162-346bae77e319,generic_praise,,N
13976225-8609-449a-b9e5-add41d90d66e,service_quality,,N
0ed14070-0ec7-4dfa-85e5-4c76835f5e5c,refund_cancellation,customer_support,Y
c26488fa-7d23-4566-aca8-1db6ce3b13c6,customer_support,service_quality,Y
372cfc16-eb51-4833-a903-a3a86df25a7e,booking_app_ux,over_priced,Y
5beb4545-90aa-4784-ab5d-3d6a6c756fc7,customer_support,,Y
e1ad2f09-6ccc-4106-8b10-4e0e55b4941b,over_priced,,N
2aa9c1a4-c72c-4e41-a63c-e33bad6e22a9,customer_support,punctuality_noshow,Y
8323b673-68a4-4b1e-a8c6-fb2956138e95,safety_trust,customer_support,Y
8913c69f-68e4-4816-9c97-d54c7e91f726,punctuality_noshow,,Y
f16560e0-b063-47c5-826d-293ee6906be7,service_quality,over_priced,N
059a09bb-d1cf-4054-b7fe-6d8c01baee3c,booking_app_ux,,N
980ee74b-7ff3-4627-ac99-d53c4c8535ec,other_not_listed,,N
214168de-4b3a-43f1-9e75-1174018f9739,booking_app_ux,,N
739de4b9-cae6-428d-abf8-38034dcbd648,service_quality,,N
ac3901ed-0297-4b17-8b91-cc212e36cb7f,booking_app_ux,service_quality,N
d4b0e4f9-f847-4562-b94c-00a1afbc5277,over_priced,booking_app_ux,N
0f772e7f-cc7a-466d-9f56-84bc64cbedfc,over_priced,service_quality,Y
b7bd15e5-0c3c-4fdf-b5b7-550af2d6f177,service_quality,,Y
6e3503af-145a-45d9-86ed-db16b0797ccc,punctuality_noshow,service_quality,Y
b338adb5-2b35-4c59-9cdd-29db172b47eb,generic_praise,,N
6068fdaa-a55b-43a4-af19-b0f842a9f556,customer_support,over_priced,Y
90632f18-6549-48e3-b73b-5306ecdc8c0b,customer_support,refund_cancellation,Y
588bacb6-c209-48e4-92ab-37887c3b2b75,generic_praise,,N
c4acba73-63bc-4e31-b4e1-d6ccff2dc315,service_quality,over_priced,Y
147b8d04-4102-4df0-8a29-aa087bdbdd18,punctuality_noshow,customer_support,Y
f5488691-7745-4037-b074-46a2edac1c27,customer_support,,N
07e765a0-784d-497d-a6af-d3ab5492a8c0,new_service_ask,generic_praise,N
253f88f5-a982-4acb-9697-4367ee18d519,over_priced,,N
3b5e0761-e2f9-4fc9-9ffe-54e178a40a30,service_quality,booking_app_ux,Y
f27f0342-8723-4d2f-b01a-6df78eeb268d,loyalty program ask,,N
5d316263-3ef9-429f-9096-b8080fbb82ff,service_quality,,N
2202c8eb-22e7-447d-aea1-c82f4e3c3015,service_quality,customer_support,Y
63858f9a-4a3c-4da4-ad3a-1ae300d37f30,customer_support,,N
e1f68359-29c3-4af7-ab98-dbe013494271,booking_app_ux,customer_support,Y
2874ce7a-802f-4ca7-8f14-34358caf8dfd,over_priced,service_quality,Y
2bdb6c64-2de7-44bb-ab64-cd8d9c67a3ff,over_priced,refund_cancellation,Y
2ef059a2-55c8-43b5-8816-f9bc7c09c5d6,generic_praise,,N
dff67029-7f26-4cd8-935c-5bf102bc1f71,customer_support,refund_cancellation,Y
22e79703-4e1c-4035-94c3-2b7a2b3efecd,generic_praise,,N
d95cd5db-0905-44c9-a2a9-c952a38f8727,service_quality,,N
79e396c0-dcc7-4b6c-86cc-30c039a18d68,generic_praise,,N
0924b71c-5517-49ad-a62c-936256a5ad5a,customer_support,,N
d53c7ff5-b191-42be-9fef-0f50e019ccde,new_service_ask,,N
07809b0c-9023-4022-b76c-ebff6cd79141,service_quality,customer_support,Y
1734c9de-d5d9-475e-96ce-193abb161b1c,generic_praise,,N
f83a092e-1ac7-4b9e-9977-728249501e49,service_quality,refund_cancellation,Y
91f1473d-4528-429e-84fa-c1c406ed51eb,generic_praise,,N
06caf8a8-c3b9-4848-97d8-5273ebb35ab6,service_quality,refund_cancellation,N
a5b2d933-8079-46b6-a74e-42b177da73d8,service_quality,,N
7c8518df-503e-4cbd-9907-707c3b8ce3a8,punctuality_noshow,competitor's_praise,Y
c8bdd7d5-d01c-4f2b-af3a-e29b4fa32363,service_quality,,N
f65f3d53-0e2b-4bb3-bbcb-ffbddfd33ae8,generic_praise,,N
b545d36a-65e1-4a50-a6b0-c2e81d478cf0,over_priced,,N
506d7cfb-46ba-4826-95a6-94dc74105e83,service_quality,,N
92941d8c-36ac-4d78-a68c-acfa782ddb3e,service_quality,,N
01dc9005-7ca5-47b6-b40a-8ae10854aaba,service_quality,,N
62710eb2-3fe3-4430-bab4-00f346457792,service_quality,,N
72e9f8f2-0a81-4d1e-8402-9a97f48a300f,generic_praise,,N
c27f9352-aea6-4a63-a0d4-4a1323fefcf2,booking_app_ux,,N
3bf4e5ef-8266-4f2f-b358-80ec181c4490,useless review,,N
e088d778-d9d6-406f-8a07-52eb794210d4,generic_praise,,N
b12788b9-a6da-4135-b812-83d7b8375656,booking_app_ux,,N
9e8a67e2-25ef-4390-97df-3e3c5379abeb,service_quality,,N
863b13b7-39f2-4c89-8649-fa2709f5a9b6,customer_support,,N
117e4be8-8046-4cb8-8670-44a3d8c238fc,over_priced,,N
ba3290db-8047-4542-9eb0-7df0e0763b33,punctuality_noshow,,N
6eb27070-4d52-491b-b798-e380de7b5376,over_priced,,N
8ca5a19b-243b-42f0-8dcc-d3fc68987602,service_quality,,N
b8da876c-56fc-4baf-afc5-a9acd4e493f9,customer_support,service_quality,N
38107473-1cf6-484a-bca1-8748d3165063,refund_cancellation,customer_support,Y
4267045d-50f2-43b6-a3cc-6c857be59ae4,punctuality_noshow,customer_support,Y
0632c249-3f61-4669-9e94-e2a4b65044dc,punctuality_noshow,customer_support,Y
c1b32dca-003d-4090-98ee-2cecb98d57e2,service_quality,,N
5769ad00-86a9-4022-b4a3-3dd7d2eef39f,service_quality,,N
7d2c70d4-7ef5-440d-a7e8-53063a02f608,over_priced,,N
04559422-c5e5-41cd-b581-8895029ed12b,service_quality,customer_support,Y
f02d5083-b7c0-44d2-8ec0-24dbbcd7163a,over_priced,,N
d4d5f2c9-d4de-4b01-97fe-602b013c2d80,booking_app_ux,,N
e0d2819c-b439-43ef-b875-dfc4ba2d085e,generic_praise,,N
473115bf-dbdf-4597-9d47-0ba98eb2d3a0,generic_praise,,N
50153dfc-f261-47f1-85d7-9edd75da9507,generic_praise,,N
a10e5c0b-9b56-4f8d-9508-e1287bafdf90,punctuality_noshow,refund_cancellation,Y
f93f0f09-a5ba-4e03-b15d-367014c78aef,generic_praise,,N
0d4b111c-3d8d-4833-93c8-fd614150eb79,service_quality,over_priced,N
f1e918c5-ede8-40a6-a18c-5a0059d9cfa0,generic_praise,,N
4a469f20-36b3-4666-9e28-0219aaf65306,generic_praise,,N
f80bb69f-9d15-49c7-bde0-3a33e66ff1bd,generic_praise,,N
4f2b0774-e12b-4e8d-aaf7-f9465b6dd9e5,refund_cancellation,,N
39a6944f-d846-48e6-84b1-7b09facf52f2,over_priced,,Y
ed762cf4-0749-499b-b0c8-4303f1c9f916,booking_app_ux,customer_support,N
df80260f-8786-4daf-a7c9-f96e87229891,service_quality,,N
9353c05e-be33-4dae-92fc-001ca12a9844,punctuality_noshow,,Y
1a001365-c066-4ef2-b6a7-9179a5c045c7,service_quality,,N
75b2987c-0dbc-4ce4-8447-0d792cac8c55,punctuality_noshow,competitor's_praise,Y
02fb7fe0-f255-4fb2-8401-8b5833fb0728,refund_cancellation,customer_support,Y
d32eddac-79f4-4d7e-83f7-4765f5740650,booking_app_ux,customer_support,Y
3c12a94b-55fe-454c-8ca6-24566945c4a4,generic_praise,over_priced,N
d4f679bb-df84-4677-97b6-fcfcc60fbcce,over_priced,,N
d36e1ac8-574e-4f36-bafd-21c52ac3b0ae,over_priced,service_quality,N
679bf26b-ff75-413a-8008-40e95aedb610,generic_praise,,N
de18bfa9-5293-4f15-8a01-dc08293b755c,generic_praise,,N
db7d51e1-7077-47c3-a8b4-1ca6d4da5f71,useless review,,N
5c308645-5720-4e2b-a458-ceb08f38393e,service_quality,customer_support,Y
dc5e70dc-01d1-4589-a96b-6f27ace6da8d,customer_support,,N
a6699529-6d49-4d9c-b965-5ec49db6c261,refund_cancellation,punctuality_noshow,Y
889a4853-1877-421b-95b8-ec3582bc55b7,generic_praise,,N
3b024fb5-cf06-4404-8bec-0c5f4d04ac86,punctuality_noshow,,N
e582dfe6-7226-43a3-8f23-747e30e5601d,service_quality,,N
4a3843fe-c43f-449b-825a-6cf7564841ed,safety_trust,customer_support,Y
9ac0001b-124e-4bfa-ba5d-d5cbb95f95b1,new_service_ask,,N
307b7e9e-3efe-4a70-a296-ba0727e93800,generic_praise,,N
f2ca6cb5-805f-44c7-bf4f-d4957396fd64,service_quality,,N
963d3d12-5d9c-4fe5-a097-2ff5f4670dae,service_quality,,N
8439b34f-01de-4aea-bc98-555cff070f88,customer_support,over_priced,Y
63d37100-cce7-459b-9a83-39e935f828a8,customer_support,,N
36559246-021c-4beb-b457-cc1a5fad5100,service_quality,,N
0bdc413c-5172-484c-8a10-26aa17039dc7,generic_praise,,N
7b94f194-c0f2-441d-ad88-851273e7e49f,customer_support,safety_trust,N
f9b5f033-fb05-4169-86bf-77c8c9ca985d,generic_praise,,N
42f8be4d-ff67-41c2-bde7-e494d0822f28,booking_app_ux,,N
264c7df0-d8de-4d73-993c-341295dad23c,booking_app_ux,,Y
a50d03ed-2dca-4717-bb2c-fd1544cc5ad1,service_quality,,N
6efdaf20-657a-407a-88e6-b557c4eedc41,service_quality,,N
bb5915d2-646a-4f40-b164-0db776d1d6bd,generic_praise,,N
30d4689a-98de-4e6b-b238-f21af4498cfe,punctuality_noshow,refund_cancellation,Y
aecae24b-52f3-4ce7-b270-dd44193292f8,customer_support,service_quality,N
7f11c255-e6d9-4cb1-b9ad-663d0b96e93e,service_quality,customer_support,Y
96d18048-a441-4f72-b133-c582a2b89984,generic_praise,,N
e23e0e50-7a22-4fcf-b0f4-798d36cafed1,punctuality_noshow,refund_cancellation,Y
79c182c7-9417-493a-b2f5-c652bb822719,generic_praise,,N
413554c3-5cac-4a8f-a69f-77ba3a1e023c,customer_support,,N
3bc71a94-0caf-476a-8484-758647594205,generic_praise,,N
c89ea9d3-035c-41ae-bd52-80c4cfcf71e2,generic_praise,,N
51ab4c42-b8e4-4b53-b125-2c2e6dcb8c37,generic_praise,,N
9b18db98-eed5-4399-a44d-593bdd12e6ed,service_quality,customer_support,N
6069489d-0f19-4049-91f9-442edf9f3af1,generic_praise,,N
77123515-020f-45f8-8281-d22fe2903c7a,over_priced,,N
eb4aee7f-2dca-4818-bc2c-0afdc56277a8,new_service_ask,,N
654d8f9d-dc6e-4ee4-a651-238385151d8b,refund_cancellation,customer_support,Y
5de22f2f-e8d3-479f-9837-bc85f24141cb,generic_praise,,N
b46ae6cb-eff4-4b51-8c9a-680db683c656,over_priced,refund_cancellation,Y
13d32f77-81f6-4598-bca0-57f7b03d2670,generic_praise,,N
75c05715-7ec5-4f89-bb82-76ac5cd0ca55,generic_praise,,N
995f54de-5262-48e8-a493-fb6c970657dd,generic_praise,,N
bb6ff75c-37e4-4a8d-993c-1d000fea638a,booking_app_ux,,Y
64306540-e9af-460c-afd0-f5f960472923,generic_praise,,N
754a8116-60f5-4310-93f3-efa6c94b46aa,generic_praise,,N
082a7372-486d-4a16-a0e0-2d7ea0800955,customer_support,booking_app_ux,Y
73c53034-b1da-4d23-a40f-f9f8c9e77a60,punctuality_noshow,,N
d560051a-7659-4a48-8b5e-df6dfdd51e8a,generic_praise,,N
6e3d2ed2-d80e-4199-b76d-b9a96ebf8558,generic_praise,,N
4b923fbd-107d-4490-9305-0e03ae585718,booking_app_ux,refund_cancellation,Y
e4897acc-c8d0-49d6-b81b-f42a37582b33,service_quality,customer_support,Y
910834fc-f6b1-4e03-914c-aebefee45296,customer_support,service_quality,N
9c41b0db-f7b5-48b6-814b-2544ea0a09e8,over_priced,refund_cancellation,Y
6158e1ac-967b-4353-9d4d-488a5fc3051d,punctuality_noshow,refund_cancellation,Y
c85f31a1-10f1-4dc1-9088-1f3c56afd507,over_priced,safety_trust,Y
a6248a3d-07a0-4fc7-b63b-c077d7e42e80,generic_praise,,N
59d414bb-8f5e-4d4d-b05d-c14eac4c986c,service_quality,,N
e085d1ae-3af2-4002-8fe5-967c03b57ca5,service_quality,,N
51bfc768-d59c-4a29-8f62-1f29da4120b3,safety_trust,service_quality,Y
4f588909-f9a4-48eb-82a8-2e7fd54c47ce,punctuality_noshow,customer_support,Y
416d41af-9e66-48a2-942e-72ba5d499c51,generic_praise,,N
4776a39a-b36e-443c-80c9-cd7b59f60d5f,safety_trust,service_quality,N
cb37ebe9-b084-4dfb-91bc-da4c7123d8bc,generic_praise,,N
712d1741-cc80-4a0b-b476-e460869a6f05,punctuality_noshow,,N
13d532ed-f130-4c6f-bb3b-a8732890d6ec,service_quality,customer_support,Y
d8633c4f-18e2-4fc3-b5ee-473c22038bf9,over_priced,,Y
3b9ff25a-74bb-4907-a64c-5c91d1a5a0f4,generic_praise,,N
79f12257-6133-4ff9-b5f4-58c4e6a49e26,safety_trust,over_priced,Y
ba44d2ef-26d3-4c3f-83a1-2ea4e549c523,generic_praise,,N
df0cb1f7-70a8-4f7a-9c2d-f0c6108809c2,safety_trust,,N
0537e8e0-e3bd-453d-b153-af03d7fc62ea,generic_praise,,N
5cfc6df0-0903-45f3-ab3f-7de85f3ca82c,generic_praise,,N
b39a203d-1888-4b48-83b7-edf127da1097,service_quality,punctuality_noshow,N
d81babe3-34c1-4a0a-9a6b-b2b53b05d0ef,generic_praise,,N
8c7424ed-a5e7-4bb5-ad9c-2305d93998bd,generic_praise,,N
8466d92d-b895-4dba-b52d-6bc93a656b40,generic_praise,,N
2a42ce76-8742-44b9-b084-271a97d45fa1,refund_cancellation,service_quality,Y
9c2c8c4a-32d1-4a8b-8d28-e004eb0453c5,safety_trust,,Y
b9a4d447-580f-476e-a0bb-31ad4906aef1,booking_app_ux,,N
7a9e5114-a00d-4cff-8776-695dfa34c423,punctuality_noshow,customer_support,Y
16b577ad-8e68-406f-9f88-3e0fd193860a,customer_support,,Y
769d1922-1176-4c4b-8370-86847ebbe2fe,over_priced,,N
e31566e5-c432-4af6-b6ed-3acb57b6def1,competitor's_praise,booking_app_ux,Y
045ca103-ff05-4651-be98-42f8d9ad3ec0,customer_support,service_quality,Y
48104176-a0ea-4539-a6ca-969aa22337d6,booking_app_ux,,N
3218faaf-683c-48de-860a-c0422ee78cd3,generic_praise,,N
af85c77f-bad9-4a2f-bf73-e6f557d7ae61,generic_praise,,N
ec1b61cf-c833-455f-92c0-9cc176f1605f,safety_trust,,Y
8f52ab89-f6f8-4607-ac66-f514d066d4f9,booking_app_ux,,N
1850cba4-1e3d-4593-be51-5828973430bf,customer_support,service_quality,N
08c3697b-fd6c-4975-a078-900a18556274,customer_support,,N
25252d8c-bb15-431e-810a-80cb134f6473,generic_praise,,N
b042b650-972a-47aa-9367-622bf1d76c8d,service_quality,over_priced,N
e7b5577d-9d16-412c-a0c6-9321294f2143,over_priced,,Y
cb4eb667-369d-47a4-b4fd-6ba553d6b093,customer_support,punctuality_noshow,Y
93244e20-3d05-4ddc-aa33-be7a2a1d3d33,customer_support,,Y
719b9a2e-f25e-42f2-8def-d62fcc8373e1,booking_app_ux,punctuality_noshow,Y
8d60da37-943c-4ec3-9460-cedac71bc4f9,service_quality,safety_trust,Y
c267a091-2012-4317-8070-8fe89cda475f,service_quality,,Y
dcf418bd-0aaa-442b-926c-e73801775b69,generic_praise,,N
716c171a-e22f-498a-8b1d-ebff509dc894,safety_trust,,Y
3fc9ac93-7f76-451d-af9c-1949371442ca,over_priced,,Y
b575a61b-10eb-4b08-8d25-33d97b5e5133,generic_praise,,N
468d8e19-9573-4336-8f82-faf4fb098c79,customer_support,booking_app_ux,N
4968739d-bd71-47b5-ba7e-253a492f8772,service_quality,,N
3ae44b83-1297-473f-a3bf-48260c6381d8,generic_praise,,N
a11c58ef-1d4e-478b-a6c7-6b2ec94de2f8,generic_praise,,N
1e164bda-7d0a-4cba-9b41-cf23432ba4ea,service_quality,,N
f60060c2-2991-4cef-9694-050d886877a3,generic_praise,,N
b61d0b4f-f792-4fac-bafa-d57ebc8d7850,generic_praise,,N
a7edad05-f2c6-436b-a6d1-3b34509a4be5,customer_support,,Y
dc44bb44-ec09-4c6e-a04c-d27ed587b691,customer_support,safety_trust,Y
7ec0a859-c5b3-4080-a746-2199c69bfbb2,generic_praise,,N
e28f10cd-943f-4d45-badc-d4d6ba6e9388,refund_cancellation,over_priced,Y
cde84655-80a4-4b4d-acef-c4e928fab835,booking_app_ux,,N
8ae21cf9-cf42-4197-8626-785ba2a5d68e,service_quality,,N
bf20f396-762e-41a5-9da9-d2ad7fbd05ba,booking_app_ux,,N
b0ad84af-feaa-4eff-b495-7f77f0b54117,safety_trust,refund_cancellation,Y
cd38e0c9-e609-45b0-a769-6151911c294e,over_priced,,Y
5c861a64-fb4c-402d-a93d-2810beaf12b5,customer_support,,Y
4f1098bf-4999-4ced-80b5-5179f5db821a,service_quality,customer_support,Y
acc2f0bc-8c09-47e1-a883-fd5e891e849c,service_quality,,N
392496e6-d26f-4211-a2aa-964dc04a815e,generic_praise,,N
deac43e5-d6b9-4227-a970-4b54e5876eb2,customer_support,,N
9ed9c7cf-e0ad-4d98-be8f-5acbd056890b,service_quality,,N
1066c24a-f5ff-419d-824b-845249bb1c4d,customer_support,,Y
7e0b5f5a-043e-46cf-9d6c-f1f5ea4330c3,booking_app_ux,,N
b87ae6a7-a143-4f16-9ebd-aa2e83f7b302,refund_cancellation,punctuality_noshow,Y
bad41b23-d5d9-4619-b010-eebc0bcf80c8,customer_support,booking_app_ux,Y
21aa664a-da49-45cb-b7c8-8f8e22595272,punctuality_noshow,service_quality,Y
a44135d9-7be7-474f-9193-9f75dd9b4c6a,booking_app_ux,safety_trust,Y
35616707-8aaa-4068-95da-2cf4df36b068,over_priced,,N
c34ebbf5-ebcd-4845-8bb1-3fbfebecfa3a,customer_support,service_quality,Y
0850ff91-e2a9-43ea-b642-c5ed40f11c6a,customer_support,,Y
97d86115-8f49-46b1-bec9-c7d561ffdf6a,service_quality,customer_support,Y
0eb6a19b-bb36-4af9-828c-62e1a49f88ea,customer_support,over_priced,N
89d232d5-d26d-4812-b07e-bacb7b29ee1f,customer_support,,N
ce4b0245-e5f8-45d6-ae2f-fbe12274c8b5,service_quality,over_priced,N
5514cae7-32de-4b38-b160-68b7039b565d,generic_praise,,N
5ddde39a-8bed-4b95-889d-4852688e3b47,over_priced,customer_support,N
77f310ae-8528-4f54-9f8d-387fe95a69ce,generic_praise,,N
f238c471-e21e-472d-b60e-03667ac97fa6,punctuality_noshow,generic_praise,N
05198d85-a46b-4fc4-be91-8a201b96f7cc,customer_support,,Y
6a49e4ab-03e4-4669-9f2f-07d9f767a1c4,generic_praise,,N
b82f5c49-80aa-428e-8cbc-5ef5309ea5a4,over_priced,generic_praise,N
df6f959d-1f92-47de-b625-78fc121f38e1,service_quality,,N
93c3cac0-52d5-4ce5-8d69-7811c4565449,punctuality_noshow,customer_support,Y
82c2291c-c34d-4ae3-b923-9f841083511f,service_quality,,N
885680ef-cc9e-4e3f-ab3d-62ca1358e114,customer_support,service_quality,Y
2462e147-e4d1-42ea-8ecd-a931f6d3b071,service_quality,,N
ade01df0-c907-4cb1-ad9a-504ff8658e12,over_priced,refund_cancellation,Y
1c45a8a4-7838-46db-9d7d-5526377d123c,punctuality_noshow,customer_support,Y
42c849b7-54ae-407a-92b0-642327034dc7,over_priced,,N
fb0d12e3-481f-422a-b2d5-072c8cdf93e2,punctuality_noshow,booking_app_ux,Y
4f943dfd-7808-415b-b8c9-5aabfe654b67,booking_app_ux,over_priced,Y
697b67e1-14e9-4672-9266-b035c810200f,service_quality,customer_support,Y
aef979cd-ee67-4738-957b-6ecd9767e150,booking_app_ux,punctuality_noshow,Y
087dfb3b-923a-4279-bf00-4470b89fdac7,over_priced,,N
f4ab5b09-bb65-442a-9613-acc4ed52ee79,booking_app_ux,refund_cancellation,Y
c3a6ae8c-ae9b-410a-8bd8-5cc72042942c,refund_cancellation,booking_app_ux,Y
0222c90a-ffbf-47e5-998d-7718b6de3192,generic_praise,,N
816b8ffc-574d-43ce-a4ec-7ae9b42cb1c2,generic_praise,,N
ca351aa1-351c-4b02-a1bd-adcb6e526c4e,generic_praise,,N
68b298ad-b6cd-469d-a9b4-501181155605,generic_praise,,N
cfab256d-3c26-4071-8003-b5ec6f5d7f04,service_quality,customer_support,Y
75e125f4-6ebf-4a55-a824-160dc4e88f50,over_priced,,N
3fef5bf9-eef6-4f1c-a49f-e12ec738841d,over_priced,,N
9b8da96d-4e0b-43df-b63a-37ee83380e95,generic_praise,,N
a91bd15c-ef78-42e5-9984-ce80e9a02b9b,generic_praise,,N
b3d1e742-d8ed-4cde-97f3-eb6fbc981c42,booking_app_ux,punctuality_noshow,N
3872d9aa-0003-4112-b2e8-ee881ed9b218,punctuality_noshow,generic_praise,N
dc361028-91fc-4522-b412-3a40095751eb,generic_praise,,N
b4d821f1-b195-45c1-b57f-ec00db247d5e,booking_app_ux,punctuality_noshow,Y
ad0549ba-92d2-4edf-a005-4fa1b4d38e55,service_quality,,N
f77a176d-471a-4006-b2b0-c4a568ac8fdd,service_quality,over_priced,Y
64b0b925-58da-4dea-a935-e1a01884086d,booking_app_ux,,N
217dfd79-d2b4-48d5-a434-ba0b38387f76,service_quality,customer_support,Y
02e47863-3994-4a8e-b3df-a0404147611e,customer_support,service_quality,Y
8d57ba47-266f-4fd5-bd23-265aab79fda4,generic_praise,,N
39e9b7b4-80a3-4954-967f-dbd34ab00bbc,generic_praise,,N
469cb535-4697-4e6c-8a2d-23b5ca922499,service_quality,,N
f3d9b1eb-1952-4a35-926a-63ae2eae07bc,generic_praise,,N
788075c6-e91d-44da-8eaf-29e7fcdff645,new_service_ask,,N
ee74d29c-01b1-4258-8e44-9718b454ceb4,generic_praise,,N
226cf99d-b117-49e3-8f2d-6e3666ff2d24,generic_praise,,N
21443f8f-cd94-4474-a88b-65b2f5038ce6,generic_praise,,N
4d081ec7-08fe-4ccd-b7cf-bb7dd87cae80,generic_praise,,N
ce68fc3c-6cab-4577-963d-31ae513a4a85,service_quality,,N
74b19e7e-2caa-4ece-9abc-ee85a089fc76,refund_cancellation,customer_support,Y
329725d3-e34b-476a-91c4-f04e35b1d481,generic_praise,,N
85db7d6e-35fb-49c8-8d27-638d1e52d379,service_quality,over_priced,Y
7608e6d7-7f7a-486e-8e8a-422047b4444f,safety_trust,customer_support,Y
599d155e-e6de-4df7-a945-789c39b75bf1,booking_app_ux,safety_trust,N
46f48ac7-5c70-4892-b35d-4a8b986fc887,punctuality_noshow,service_quality,Y
62f65405-d6ce-4b40-8f0e-55858647898a,over_priced,service_quality,Y
db4f05bf-b808-4830-8a39-38c50fdf2f9d,customer_support,,Y
9c911f12-f9c1-4067-8f1e-4ceea7c49aa0,other_not_listed,,N
0ee0672d-56e2-4cdf-8bc6-ea51a2942e35,service_quality,over_priced,N
f9996ecc-bb2d-4598-b590-f709fc364921,competitor's_praise,service_quality,Y
9dfcbb9d-6d7d-44e9-859f-a6555ebad6f8,punctuality_noshow,refund_cancellation,Y
ce3cd4bf-2636-4c58-b3e1-1f5cf3ad6603,service_quality,,N
2e7f005b-e4b1-411c-b82b-09e4cdd2b809,service_quality,,N
03069bf7-33e2-4085-88c1-4eb4e9c1d260,service_quality,customer_support,Y
8f0df221-bd59-4dab-bc1a-e42058562de4,safety_trust,customer_support,Y
f1648af2-c4c8-4c12-a89d-88d8e4fb7139,service_quality,punctuality_noshow,N
77f0b288-5903-4752-b640-cac61d04ee31,new_service_ask,,N
a8e1ec1c-2083-4a02-b024-d218e1ae4972,service_quality,,Y
3cc26d74-585e-4f91-a8ad-a89ba3665c6f,over_priced,service_quality,N
23c353b0-633b-4f3e-9f37-26396f688d02,over_priced,service_quality,Y
5209f09f-b25a-4289-a2ec-cb7d4084f4b9,punctuality_noshow,customer_support,Y
afe3f3b1-008a-4e63-bca3-7f8c63e069ae,safety_trust,over_priced,Y
09ee0d40-d418-4faa-810f-ab8822eb2fc9,refund_cancellation,customer_support,Y
18b4d032-89cb-40ca-9e16-bbce76887a2c,service_quality,over_priced,Y
e01e572a-cf62-4553-b06e-4227142c2a61,service_quality,over_priced,Y
72201fa1-bbcb-47d2-85a7-9c1e300adeee,service_quality,,N
85161256-53c9-4735-9802-b4d0cb4746a6,loyalty program ask,,N
